label,text,text_clean
0,Our Prashanthettan's mother passed away last night. pray for her and family.,our prashanthettan's mother passed away last night. pray for her and family.
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+","urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+"
0,K.k:)when are you going?,k.k:)when are you going?
0,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. also i don't think doug realizes i don't live here anymore
0,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,my stomach has been thru so much trauma i swear i just can't eat. i better lose weight.
0,I am in office:)whats the matter..msg me now.i will call you at break:).,i am in office:)whats the matter..msg me now.i will call you at break:).
0,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later","yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later"
1,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X","today's offer! claim ur £150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. £3.00 sub. 16 . unsub reply x"
0,U reach orchard already? U wan 2 go buy tickets first?,u reach orchard already? u wan 2 go buy tickets first?
0,"I am real, baby! I want to bring out your inner tigress...","i am real, baby! i want to bring out your inner tigress..."
0,No da if you run that it activate the full version da.,no da if you run that it activate the full version da.
0,"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.""","""ah poor baby!hope urfeeling bettersn luv! probthat overdose of work hey go careful spk 2 u sn lots of lovejen xxx."""
0,Stop the story. I've told him i've returned it and he's saying i should not re order it.,stop the story. i've told him i've returned it and he's saying i should not re order it.
1,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.
0,Going to take your babe out ?,going to take your babe out ?
0,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,hai ana tomarrow am coming on morning.  &lt;decimal&gt;  ill be there in sathy then we ll go to rto office. reply me after came to home.
0,Spoons it is then okay?,spoons it is then okay?
0,Did he just say somebody is named tampa,did he just say somebody is named tampa
0,In work now. Going have in few min.,in work now. going have in few min.
0,Your brother is a genius,your brother is a genius
0,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you","sorry, i guess whenever i can get a hold of my connections, maybe an hour or two? i'll text you"
0,Did u find out what time the bus is at coz i need to sort some stuff out.,did u find out what time the bus is at coz i need to sort some stuff out.
0,Dude ive been seeing a lotta corvettes lately,dude ive been seeing a lotta corvettes lately
1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts&cs www.smsco.net £1.50pm approx 3mins
0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter","same here, but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don't matter"
1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,private! your 2003 account statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. call 08719899217 identifier code: 41685 expires 07/11/04
1,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello. we need some posh birds and chaps to user trial prods for champneys. can i put you down? i need your address and dob asap. ta r
1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,what do u want for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on 0800 0721072 to find out more!
0,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!","well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
0,Its going good...no problem..but still need little experience to understand american customer voice...,its going good...no problem..but still need little experience to understand american customer voice...
0,I'll text you when I drop x off,i'll text you when i drop x off
0,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ugh its been a long day. i'm exhausted. just want to cuddle up and take a nap
0,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,talk with yourself atleast once in a day...!!! otherwise you will miss your best friend in this world...!!! -shakespeare- shesil  &lt;#&gt;
1,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","shop till u drop, is it you, either 10k, 5k, £500 cash or £100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary"
0,Are you in castor? You need to see something,are you in castor? you need to see something
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08
1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,reminder: you have not downloaded the content you have already paid for. goto http://doit. mymoby. tv/ to collect your content.
0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.","see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. i was gonna gibe you 'til one, but a midnight movie is not gonna get out til after 2. you need to come home. you need to getsleep and, if anything, you need to b studdying ear training."
0,I love to give massages. I use lots of baby oil... What is your fave position?,i love to give massages. i use lots of baby oil... what is your fave position?
0,Dude we should go sup again,dude we should go sup again
0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,yoyyooo u know how to change permissions for a drive in mac. my usb flash drive
0,Gibbs unsold.mike hussey,gibbs unsold.mike hussey
0,I like to talk pa but am not able to. I dont know y.,i like to talk pa but am not able to. i dont know y.
0,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,y dun cut too short leh. u dun like ah? she failed. she's quite sad.
0,You unbelievable faglord,you unbelievable faglord
0,Wife.how she knew the time of murder exactly,wife.how she knew the time of murder exactly
0,Why do you ask princess?,why do you ask princess?
0,I am great princess! What are you thinking about me? :),i am great princess! what are you thinking about me? :)
0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,nutter. cutter. ctter. cttergg. cttargg. ctargg. ctagg. ie you
0,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,it's ok i noe u're busy but i'm really too bored so i msg u. i oso dunno wat colour she choose 4 me one.
0,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
0,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)","superb thought- ""be grateful that u dont have everything u want. that means u still have an opportunity to be happier tomorrow than u are today."":-)"
0,Hope you are having a good week. Just checking in,hope you are having a good week. just checking in
0,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.","i'm used to it. i just hope my agents don't drop me since i've only booked a few things this year. this whole me in boston, them in nyc was an experiment."
0,"Thursday night? Yeah, sure thing, we'll work it out then","thursday night? yeah, sure thing, we'll work it out then"
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16","your free ringtone is waiting to be collected. simply text the password ""mix"" to 85069 to verify. get usher and britney. fml, po box 5249, mk17 92h. 450ppw 16"
0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,probably money worries. things are coming due and i have several outstanding invoices for work i did two and three months ago.
0,How is it possible to teach you. And where.,how is it possible to teach you. and where.
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe","i wonder if your phone battery went dead ? i had to tell you, i love you babe"
0,Lovely smell on this bus and it ain't tobacco...,lovely smell on this bus and it ain't tobacco...
0,"We're all getting worried over here, derek and taylor have already assumed the worst","we're all getting worried over here, derek and taylor have already assumed the worst"
0,Hey what's up charles sorry about the late reply.,hey what's up charles sorry about the late reply.
1,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468","all the lastest from stereophonics, marley, dizzee racal, libertines and the strokes! win nookii games with flirt!! click themob wap bookmark or text wap to 82468"
0,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,i.ll give her once i have it. plus she said grinule greet you whenever we speak
0,WHITE FUDGE OREOS ARE IN STORES,white fudge oreos are in stores
1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","january male sale! hot gay chat now cheaper, call 08709222922. national rate from 1.5p/min cheap to 7.8p/min peak! to stop texts call 08712460324 (10p/min)"
0,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,my love ! how come it took you so long to leave for zaher's? i got your words on ym and was happy to see them but was sad you had left. i miss you
0,I am sorry it hurt you.,i am sorry it hurt you.
0,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,can't. i feel nauseous. i'm so pissed. i didn't eat any sweets all week cause today i was planning to pig out. i was dieting all week. and now i'm not hungry :/
0,Ok lor but not too early. Me still having project meeting now.,ok lor but not too early. me still having project meeting now.
0,"Call me da, i am waiting for your call.","call me da, i am waiting for your call."
0,I could ask carlos if we could get more if anybody else can chip in,i could ask carlos if we could get more if anybody else can chip in
0,Was actually about to send you a reminder today. Have a wonderful weekend,was actually about to send you a reminder today. have a wonderful weekend
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL","when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl"
0,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,hey you gave them your photo when you registered for driving ah? tmr wanna meet at yck?
0,Dont talk to him ever ok its my word.,dont talk to him ever ok its my word.
0,When u wana see it then,when u wana see it then
0,On ma way to school. Can you pls send me ashley's number,on ma way to school. can you pls send me ashley's number
0,It shall be fine. I have avalarr now. Will hollalater,it shall be fine. i have avalarr now. will hollalater
0,She went to attend another two rounds today..but still did't reach home..,she went to attend another two rounds today..but still did't reach home..
0,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
0,"K, wait chikku..il send aftr  &lt;#&gt; mins","k, wait chikku..il send aftr  &lt;#&gt; mins"
0,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,but i'm on a diet. and i ate 1 too many slices of pizza yesterday. ugh i'm always on a diet.
0,K:)i will give my kvb acc details:),k:)i will give my kvb acc details:)
0,Oh all have to come ah?,oh all have to come ah?
1,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
0,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),i'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
0,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,congratulations ore mo owo re wa. enjoy it and i wish you many happy moments to and fro wherever you go
0,So do you have samus shoulders yet,so do you have samus shoulders yet
0,What time you think you'll have it? Need to know when I should be near campus,what time you think you'll have it? need to know when i should be near campus
1,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.","dear matthew please call 09063440451 from a landline, your complimentary 4*lux tenerife holiday or £1000 cash await collection. ppm150 sae t&cs box334 sk38xh."
0,Then dun wear jeans lor...,then dun wear jeans lor...
0,"Since when, which side, any fever, any vomitin.","since when, which side, any fever, any vomitin."
0,K:)k.are you in college?,k:)k.are you in college?
1,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+","urgent! call 09061749602 from landline. your complimentary 4* tenerife holiday or £10,000 cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+"
0,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,better. made up for friday and stuffed myself like a pig yesterday. now i feel bleh. but at least its not writhing pain kind of bleh.
0,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),no we sell it all so we'll have tons if coins. then sell our coins to someone thru paypal. voila! money back in life pockets:)
0,Theyre doing it to lots of places. Only hospitals and medical places are safe.,theyre doing it to lots of places. only hospitals and medical places are safe.
1,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),how about getting in touch with folks waiting for company? just txt back your name and age to opt in! enjoy the community (150p/sms)
0,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,and also i've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
0,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones","i sent my scores to sophas and i had to do secondary application for a few schools. i think if you are thinking of applying, do a research on cost also. contact joke ogunrinde, her school is one me the less expensive ones"
0,I cant wait to see you! How were the photos were useful? :),i cant wait to see you! how were the photos were useful? :)
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1
0,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,hey i booked the kb on sat already... what other lessons are we going for ah? keep your sat night free we need to meet and confirm our lodging
0,Chk in ur belovd ms dict,chk in ur belovd ms dict
0,Is that what time you want me to come?,is that what time you want me to come?
0,"Awesome, lemme know whenever you're around","awesome, lemme know whenever you're around"
0,Shb b ok lor... Thanx...,shb b ok lor... thanx...
0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT","beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" good night"
0,Also remember to get dobby's bowl from your car,also remember to get dobby's bowl from your car
1,Filthy stories and GIRLS waiting for your,filthy stories and girls waiting for your
0,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,sorry i now then c ur msg... yar lor so poor thing... but only 4 one night... tmr u'll have a brand new room 2 sleep in...
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","love isn't a decision, it's a feeling. if we could decide who to love, then, life would be much simpler, but then less magical"
0,Welp apparently he retired,welp apparently he retired
0,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,my sort code is  and acc no is . the bank is natwest. can you reply to confirm i've sent this to the right person!
0,Where @,where @
0,U sure u can't take any sick time?,u sure u can't take any sick time?
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?"
0,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,yo chad which gymnastics class do you wanna take? the site says christians class is full..
0,Are you this much buzy,are you this much buzy
0,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
0,I am not sure about night menu. . . I know only about noon menu,i am not sure about night menu. . . i know only about noon menu
0,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,what do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but only to my wife of my liking.be that and see..no one can give you that.dont call me.i will wait till i come.
0,Are you willing to go for aptitude class.,are you willing to go for aptitude class.
0,"It wont b until 2.15 as trying 2 sort house out, is that ok?","it wont b until 2.15 as trying 2 sort house out, is that ok?"
0,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?","yar lor he wan 2 go c horse racing today mah, so eat earlier lor. i ate chicken rice. u?"
0,"Haha awesome, omw back now then","haha awesome, omw back now then"
0,Yup i thk so until e shop closes lor.,yup i thk so until e shop closes lor.
0,what is your account number?,what is your account number?
0,Eh u send wrongly lar...,eh u send wrongly lar...
0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch! thanx but u wait til nxt time il ave ya
0,Ok i shall talk to him,ok i shall talk to him
0,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,dont hesitate. you know this is the second time she has had weakness like that. so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
0,Hey you can pay. With salary de. Only  &lt;#&gt; .,hey you can pay. with salary de. only  &lt;#&gt; .
0,Another month. I need chocolate weed and alcohol.,another month. i need chocolate weed and alcohol.
0,If he started searching he will get job in few days.he have great potential and talent.,if he started searching he will get job in few days.he have great potential and talent.
0,Reckon need to be in town by eightish to walk from * carpark.,reckon need to be in town by eightish to walk from * carpark.
1,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.","congrats! 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid your mates, play java games, dload polyph music, noline rentl."
0,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,look at the fuckin time. what the fuck you think is up
0,Yo guess what I just dropped,yo guess what i just dropped
0,Carlos says he'll be at mu in  &lt;#&gt;  minutes,carlos says he'll be at mu in  &lt;#&gt;  minutes
0,I'm in office now . I will call you  &lt;#&gt;  min:),i'm in office now . i will call you  &lt;#&gt;  min:)
0,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*","geeee ... i miss you already, you know ? your all i can think about. fuck, i can't wait till next year when we will be together ... *loving kiss*"
0,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn","yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
0,Ugh. Gotta drive back to sd from la. My butt is sore.,ugh. gotta drive back to sd from la. my butt is sore.
0,26th OF JULY,26th of july
0,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? i get home tomorrow at 5ish.
0,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,up to ü... ü wan come then come lor... but i din c any stripes skirt...
0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,the xmas story is peace.. the xmas msg is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish u merry xmas...
0,"I can't, I don't have her number!","i can't, i don't have her number!"
0,Change again... It's e one next to escalator...,change again... it's e one next to escalator...
0,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,yetunde i'm in class can you not run water on it to make it ok. pls now.
0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,not a lot has happened here. feels very quiet. beth is at her aunts and charlie is working lots. just me and helen in at the mo. how have you been?
0,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,then ü wait 4 me at bus stop aft ur lect lar. if i dun c ü then i go get my car then come back n pick ü.
0,"Aight will do, thanks again for comin out","aight will do, thanks again for comin out"
0,No..but heard abt tat..,no..but heard abt tat..
1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed £1000 cash or £5000 prize!
0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
0,&lt;#&gt;  am I think? Should say on syllabus,&lt;#&gt;  am i think? should say on syllabus
0,Umma. Did she say anything,umma. did she say anything
0,Give me a sec to think think about it,give me a sec to think think about it
1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or call 2optout
0,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,i don't quite know what to do. i still can't get hold of anyone. i cud pick you up bout 7.30pm and we can see if they're in the pub?
0,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .","poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala","dear hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;email&gt; ,kerala"
0,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am
0,"I just got home babe, are you still awake ?","i just got home babe, are you still awake ?"
0,I dunno they close oredi not... Ü v ma fan...,i dunno they close oredi not... ü v ma fan...
0,Just buy a pizza. Meat lovers or supreme. U get to pick.,just buy a pizza. meat lovers or supreme. u get to pick.
0,"Ya, told..she was asking wats matter?","ya, told..she was asking wats matter?"
0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!","dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+
0,Shall i send that exe to your mail id.,shall i send that exe to your mail id.
0,Nope watching tv at home... Not going out. V bored...,nope watching tv at home... not going out. v bored...
0,Don know..wait i will check it.,don know..wait i will check it.
0,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen","good afternoon on this glorious anniversary day, my sweet j !! i hope this finds you happy and content, my prey. i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... you cougar-pen"
1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18
0,We still on for tonight?,we still on for tonight?
0,May i call You later Pls,may i call you later pls
0,Hasn't that been the pattern recently crap weekends?,hasn't that been the pattern recently crap weekends?
0,I have a sore throat. It's scratches when I talk,i have a sore throat. it's scratches when i talk
0,Yes da. Any plm at ur office,yes da. any plm at ur office
0,Are you not around or just still asleep? :V,are you not around or just still asleep? :v
0,"Lol you forgot it eh ? Yes, I'll bring it in babe","lol you forgot it eh ? yes, i'll bring it in babe"
0,"Its good, we'll find a way","its good, we'll find a way"
0,Can not use foreign stamps in this country. Good lecture .,can not use foreign stamps in this country. good lecture .
0,Yup bathe liao...,yup bathe liao...
0,HAPPY NEW YEAR MY NO.1 MAN,happy new year my no.1 man
0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!","oh mr sheffield! you wanna play that game, okay. you're the boss and i'm the nanny. you give me a raise and i'll give you one!!"
0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog
0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*","hello baby, did you get back to your mom's ? are you setting up the computer now ? filling your belly ? how goes it loverboy ? i miss you already ... *sighs*"
0,"No my blankets are sufficient, thx","no my blankets are sufficient, thx"
0,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt","naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) gud nyt"
0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)","edison has rightly said, ""a fool can ask more questions than a wise man can answer"" now you know why all of us are speechless during viva.. gm,gn,ge,gnt:-)"
0,They just talking thats it de. They wont any other.,they just talking thats it de. they wont any other.
0,Today am going to college so am not able to atten the class.,today am going to college so am not able to atten the class.
0,I'm in class. Will holla later,i'm in class. will holla later
0,Easy ah?sen got selected means its good..,easy ah?sen got selected means its good..
0,Mmm thats better now i got a roast down me! i'd b better if i had a few drinks down me 2! Good indian?,mmm thats better now i got a roast down me! i'd b better if i had a few drinks down me 2! good indian?
1,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p","we know someone who you know that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p"
0,"Come round, it's .","come round, it's ."
0,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""","do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here.."""
